IATA	Timezone	Airport Name	City
LTD	Africa/Tripoli	Ghadames East Airport	Ghadames
LTF	Pacific/Port_Moresby	Leitre Airport	Leitre
LTG	Asia/Kathmandu	Langtang Airport	Langtang
LTI	Asia/Hovd	Altai Airport	Altai
LTK	Asia/Damascus	Bassel Al-Assad International Airport	Latakia
LTL	Africa/Libreville	Lastourville Airport	Lastourville
LTM	America/Guyana	Lethem Airport	Lethem
LTN	Europe/London	London Luton Airport	London
LTO	America/Hermosillo	Loreto International Airport	Loreto
LTP	Australia/Brisbane	Lyndhurst Airport	Lyndhurst
LTQ	Europe/Paris	Le Touquet-Cote d'Opale Airport	Le Touquet-Paris-Plage
LTR	Europe/Dublin	Letterkenny Airfield	Letterkenny
LTS	America/Chicago	Altus Air Force Base	Altus
LTT	Europe/Paris	La Mole Airport	La Mole
LTU	Asia/Kolkata	Murod Kond Airport	Latur
LTV	Australia/Brisbane	Lotus Vale Airport	Lotus Vale
LTW	America/New_York	St. Mary's County Regional Airport	Leonardtown
LTX	America/Guayaquil	Cotopaxi International Airport	Latacunga
LUA	Asia/Kathmandu	Lukla Airport	Lukla
LUB	America/Guyana	Lumid Pau Airport	Lumid Pau
LUC	Pacific/Fiji	Laucala Island Airport	Laucala Island
LUD	Africa/Windhoek	Luderitz Airport	Luderitz
LUE	Europe/Bratislava	Lucenec Airport	Lucenec
LUF	America/Phoenix	Luke Air Force Base	Glendale
LUG	Europe/Zurich	Lugano Airport	Lugano
LUH	Asia/Kolkata	Ludhiana Airport	
LUI	America/Tegucigalpa	Carta Airport	La Union
LUK	America/New_York	Cincinnati Municipal Airport Lunken Field	Cincinnati
LUL	America/Chicago	Hesler Noble Field	Laurel
LUM	Asia/Shanghai	Mangshi Airport	Luxi
LUN	Africa/Lusaka	Kenneth Kaunda International Airport	Lusaka
LUO	Africa/Luanda	Luena Airport	Luena
LUP	Pacific/Honolulu	Kalaupapa Airport	Kalaupapa
LUQ	America/Argentina/San_Luis	Brigadier Mayor D Cesar Raul Ojeda Airport	San Luis
LUR	America/Nome	Cape Lisburne LRRS Airport	Cape Lisburne
LUS	Africa/Kinshasa	Lusanga Airport	Lusanga
LUT	Australia/Brisbane	New Laura Airport	
LUU	Australia/Brisbane	Laura Airport	
LUV	Asia/Jayapura	Karel Sadsuitubun Airport	Langgur
LUW	Asia/Makassar	Syukuran Aminuddin Amir Airport	Luwok - Celebes Island
LUX	Europe/Luxembourg	Luxembourg-Findel International Airport	Luxembourg
LUZ	Europe/Warsaw	Lublin Airport	Lublin
LVA	Europe/Paris	Laval-Entrammes Airport	Laval/Entrammes
LVB	America/Sao_Paulo	Santana do Livramento Airport	Santana do Livramento
LVD	America/Anchorage	Lime Village Airport	Lime Village
LVI	Africa/Lusaka	Harry Mwanga Nkumbula International Airport	Livingstone
LVK	America/Los_Angeles	Livermore Municipal Airport	Livermore
LVL	America/New_York	Brunswick Municipal Airport	Lawrenceville
LVM	America/Denver	Mission Field	Livingston
LVO	Australia/Perth	Laverton Airport	
LVP	Asia/Tehran	Lavan Island Airport	
LVR	America/Cuiaba	Municipal Bom Futuro Airport	Lucas do Rio Verde
LVS	America/Denver	Las Vegas Municipal Airport	Las Vegas
LWA	Asia/Manila	Lebak Rural Airport	Lebak
LWB	America/New_York	Greenbrier Valley Airport	Lewisburg
LWC	America/Chicago	Lawrence Municipal Airport	Lawrence
LWE	Asia/Makassar	Lewoleba Airport	Lewoleba-Lembata Island
LWH	Australia/Brisbane	Lawn Hill Airport	
LWI	Pacific/Port_Moresby	Lowai Airport	Lowai
LWK	Europe/London	Lerwick / Tingwall Airport	Lerwick
LWL	America/Los_Angeles	Wells Municipal Airport/Harriet Field	Wells
LWM	America/New_York	Lawrence Municipal Airport	Lawrence
LWN	Asia/Yerevan	Gyumri Shirak Airport	Gyumri
LWO	Europe/Uzhgorod	Lviv International Airport	Lviv
LWR	Europe/Amsterdam	Leeuwarden Air Base	Leeuwarden
LWS	America/Los_Angeles	Lewiston Nez Perce County Airport	Lewiston
LWT	America/Denver	Lewistown Municipal Airport	Lewistown
LWV	America/Chicago	Lawrenceville Vincennes International Airport	Lawrenceville
LWY	Asia/Kuching	Lawas Airport	Lawas
LXA	Asia/Urumqi	Lhasa Gonggar Airport	Lhasa
LXG	Asia/Vientiane	Luang Namtha Airport	Luang Namtha
LXN	America/Chicago	Jim Kelly Field	Lexington
LXR	Africa/Cairo	Luxor International Airport	Luxor
LXS	Europe/Athens	Limnos Airport	Limnos Island
LXU	Africa/Lusaka	Lukulu Airport	Lukulu
LXV	America/Denver	Lake County Airport	Leadville
LYA	Asia/Shanghai	Luoyang Airport	Luoyang
LYB	America/Cayman	Edward Bodden Airfield	Little Cayman
LYC	Europe/Stockholm	Lycksele Airport	
LYE	Europe/London	RAF Lyneham	Lyneham
LYG	Asia/Shanghai	Lianyungang Airport	Lianyungang
LYH	America/New_York	Lynchburg Regional Preston Glenn Field	Lynchburg
LYI	Asia/Shanghai	Shubuling Airport	Linyi
LYK	Asia/Makassar	Lunyuk Airport	Lunyuk-Simbawa Island
LYN	Europe/Paris	Lyon-Bron Airport	Lyon/Bron
LYO	America/Chicago	Lyons-Rice County Municipal Airport	Lyons
LYP	Asia/Karachi	Faisalabad International Airport	Faisalabad
LYS	Europe/Paris	Lyon Saint-Exupery Airport	Lyon
LYT	Australia/Brisbane	Lady Elliot Island Airstrip	Lady Elliot Island
LYU	America/Chicago	Ely Municipal Airport	Ely
LZA	Africa/Lubumbashi	Luiza Airport	Luiza
LZC	America/Mexico_City	Lazaro Cardenas Airport	Lazaro Cardenas
LZH	Asia/Shanghai	Liuzhou Bailian Airport	Liuzhou
LZI	Africa/Kinshasa	Luozi Airport	Luozi
LZM	Africa/Luanda	Luzamba Airport	Luzamba
LZN	Asia/Taipei	Matsu Nangan Airport	Nangang Island
LZO	Asia/Shanghai	Luzhou Airport	Luzhou
LZR	Australia/Lindeman	Lizard Island Airport	
LZU	America/New_York	Gwinnett County Briscoe Field	Lawrenceville
LZY	Asia/Urumqi	Nyingchi Airport	Nyingchi
MAA	Asia/Kolkata	Chennai International Airport	Chennai
MAB	America/Araguaina	Joao Correa da Rocha Airport	Maraba
MAC	America/New_York	Macon Downtown Airport	Macon
MAD	Europe/Madrid	Adolfo Suarez Madrid-Barajas Airport	Madrid
MAE	America/Los_Angeles	Madera Municipal Airport	Madera
MAF	America/Chicago	Midland International Airport	Midland
MAG	Pacific/Port_Moresby	Madang Airport	Madang
MAH	Europe/Madrid	Menorca Airport	Menorca Island
MAI	Africa/Blantyre	Mangochi Airport	Mangochi
MAJ	Pacific/Majuro	Marshall Islands International Airport	Majuro Atoll
MAK	Africa/Juba	Malakal Airport	Malakal
MAM	America/Matamoros	General Servando Canales International Airport	Matamoros
MAN	Europe/London	Manchester Airport	Manchester
MAO	America/Manaus	Eduardo Gomes International Airport	Manaus
MAP	Pacific/Port_Moresby	Mamai Airport	Mamai
MAQ	Asia/Bangkok	Mae Sot Airport	
MAR	America/Caracas	La Chinita International Airport	Maracaibo
MAS	Pacific/Port_Moresby	Momote Airport	Manus Island
MAT	Africa/Kinshasa	Tshimpi Airport	Matadi
MAU	Pacific/Tahiti	Maupiti Airport	
MAV	Pacific/Majuro	Maloelap Island Airport	Maloelap Island
MAW	America/Chicago	Malden Regional Airport	Malden
MAX	Africa/Dakar	Ouro Sogui Airport	Matam
MAY	America/Nassau	Clarence A. Bain Airport	Mangrove Cay
MAZ	America/Puerto_Rico	Eugenio Maria De Hostos Airport	Mayaguez
MBA	Africa/Nairobi	Mombasa Moi International Airport	Mombasa
MBB	Australia/Perth	Marble Bar Airport	
MBC	Africa/Libreville	M'Bigou Airport	M'Bigou
MBD	Africa/Johannesburg	Mmabatho International Airport	Mafeking
MBE	Asia/Tokyo	Monbetsu Airport	Monbetsu
MBG	America/Chicago	Mobridge Municipal Airport	Mobridge
MBH	Australia/Brisbane	Maryborough Airport	Maryborough
MBI	Africa/Dar_es_Salaam	Songwe Airport	Mbeya
MBJ	America/Jamaica	Sangster International Airport	Montego Bay
MBK	America/Cuiaba	Regional Orlando Villas Boas Airport	Matupa
MBL	America/Detroit	Manistee Co Blacker Airport	Manistee
MBM	Africa/Johannesburg	Mkambati Airport	Mkambati
MBO	Asia/Manila	Mamburao Airport	
MBP	America/Lima	Moyobamba Airport	Moyobamba
MBQ	Africa/Kampala	Mbarara Airport	Mbarara
MBS	America/Detroit	MBS International Airport	Saginaw
MBT	Asia/Manila	Moises R. Espinosa Airport	Masbate
MBU	Pacific/Guadalcanal	Babanakira Airport	Mbambanakira
MBV	Pacific/Port_Moresby	Masa Airport	Masa
MBW	Australia/Melbourne	Melbourne Moorabbin Airport	Melbourne
MBX	Europe/Ljubljana	Maribor Airport	
MBY	America/Chicago	Omar N Bradley Airport	Moberly
MBZ	America/Manaus	Maues Airport	Maues
MCA	Africa/Conakry	Macenta Airport	Macenta
MCB	America/Chicago	Mc Comb/Pike County Airport/John E Lewis Field	Mc Comb
MCC	America/Los_Angeles	Mc Clellan Airfield	Sacramento
MCD	America/Detroit	Mackinac Island Airport	Mackinac Island
MCE	America/Los_Angeles	Merced Regional Macready Field	Merced
MCF	America/New_York	Mac Dill Air Force Base	Tampa
MCG	America/Anchorage	McGrath Airport	McGrath
MCH	America/Guayaquil	General Manuel Serrano Airport	Machala
MCI	America/Chicago	Kansas City International Airport	Kansas City
MCJ	America/Bogota	Jorge Isaac Airport	La Mina-Maicao
MCK	America/Chicago	Mc Cook Ben Nelson Regional Airport	Mc Cook
MCL	America/Anchorage	McKinley National Park Airport	McKinley Park
MCN	America/New_York	Middle Georgia Regional Airport	Macon
MCO	America/New_York	Orlando International Airport	Orlando
MCP	America/Belem	Alberto Alcolumbre Airport	Macapa
MCQ	Europe/Budapest	Miskolc Airport	Miskolc
MCS	America/Argentina/Cordoba	Monte Caseros Airport	Monte Caseros
MCT	Asia/Muscat	Muscat International Airport	Muscat
MCU	Europe/Paris	Montlucon-Gueret Airport	Montlucon/Gueret
MCV	Australia/Darwin	McArthur River Mine Airport	McArthur River Mine
MCW	America/Chicago	Mason City Municipal Airport	Mason City
MCX	Europe/Moscow	Uytash Airport	Makhachkala
MCY	Australia/Brisbane	Sunshine Coast Airport	Maroochydore
MCZ	America/Maceio	Zumbi dos Palmares Airport	Maceio
MDB	America/Belize	Melinda Airport	Melinda
MDC	Asia/Makassar	Sam Ratulangi Airport	Manado-Celebes Island
MDD	America/Chicago	Midland Airpark	Midland
MDE	America/Bogota	Jose Maria Cordova International Airport	Medellin
MDF	America/Chicago	Taylor County Airport	Medford
MDG	Asia/Shanghai	Mudanjiang Hailang International Airport	Mudanjiang
MDH	America/Chicago	Southern Illinois Airport	Carbondale/Murphysboro
MDI	Africa/Lagos	Makurdi Airport	Makurdi
MDJ	America/Los_Angeles	Madras Municipal Airport	Madras
MDK	Africa/Kinshasa	Mbandaka Airport	Mbandaka
MDL	Asia/Yangon	Mandalay International Airport	Mandalay
MDM	Pacific/Port_Moresby	Munduku Airport	Munduku
MDN	America/Indiana/Indianapolis	Madison Municipal Airport	Madison
MDO	America/Anchorage	Middleton Island Airport	Middleton Island
MDP	Asia/Jayapura	Mindiptana Airport	Mindiptana-Papua Island
MDQ	America/Argentina/Buenos_Aires	Astor Piazzola International Airport	Mar del Plata
MDR	America/Anchorage	Medfra Airport	Medfra
MDS	America/Grand_Turk	Middle Caicos Airport	Middle Caicos
MDT	America/New_York	Harrisburg International Airport	Harrisburg
MDU	Pacific/Port_Moresby	Mendi Airport	Mendi
MDW	America/Chicago	Chicago Midway International Airport	Chicago
MDX	America/Argentina/Cordoba	Mercedes Airport	Mercedes
MDY	Pacific/Midway	Henderson Field	Sand Island
MDZ	America/Argentina/Mendoza	El Plumerillo Airport	Mendoza
MEA	America/Sao_Paulo	Macae Airport	Macae
MEB	Australia/Melbourne	Melbourne Essendon Airport	Melbourne
MEC	America/Guayaquil	Eloy Alfaro International Airport	Manta
MED	Asia/Riyadh	Prince Mohammad Bin Abdulaziz Airport	Medina
MEE	Pacific/Noumea	Mare Airport	Mare
MEF	Africa/Ndjamena	Melfi Airport	Melfi
MEG	Africa/Luanda	Malanje Airport	Malanje
MEH	Europe/Oslo	Mehamn Airport	Mehamn
MEI	America/Chicago	Key Field	Meridian
MEJ	America/New_York	Port Meadville Airport	Meadville
MEK	Africa/Casablanca	Bassatine Airport	Meknes
MEL	Australia/Melbourne	Melbourne International Airport	Melbourne
MEM	America/Chicago	Memphis International Airport	Memphis
MEN	Europe/Paris	Mende-Brenoux Airfield	Mende/Brenoux
MEO	America/New_York	Dare County Regional Airport	Manteo
MEP	Asia/Kuala_Lumpur	Mersing Airport	Mersing
MEQ	Asia/Jakarta	Seunagan Airport	Peureumeue-Sumatra Island
MER	America/Los_Angeles	Castle Airport	Merced
MES	Asia/Jakarta	Soewondo Air Force Base	Medan-Sumatra Island
MET	Australia/Brisbane	Moreton Airport	Moreton
MEU	America/Santarem	Monte Dourado Airport	Almeirim
MEV	America/Los_Angeles	Minden-Tahoe Airport	Minden
MEW	Africa/Lubumbashi	Mweka Airport	Mweka
MEX	America/Mexico_City	Licenciado Benito Juarez International Airport	Mexico City
MEY	Asia/Kathmandu	Meghauli Airport	Meghauli
MEZ	Africa/Johannesburg	Musina(Messina) Airport	Musina
MFA	Africa/Dar_es_Salaam	Mafia Island Airport	Mafia Island
MFB	America/Bogota	Monfort Airport	Monfort
MFC	Africa/Maseru	Mafeteng Airport	Mafeteng
MFD	America/New_York	Mansfield Lahm Regional Airport	Mansfield
MFE	America/Chicago	Mc Allen Miller International Airport	Mc Allen
MFF	Africa/Libreville	Moanda Airport	Moanda
MFG	Asia/Karachi	Muzaffarabad Airport	Muzaffarabad
MFH	America/Los_Angeles	Mesquite Airport	Mesquite
MFI	America/Chicago	Marshfield Municipal Airport	Marshfield
MFJ	Pacific/Fiji	Moala Airport	Moala
MFK	Asia/Taipei	Matsu Beigan Airport	Beigan Island
MFL	Australia/Brisbane	Mount Full Stop Airport	Wando Vale
MFM	Asia/Macau	Macau International Airport	Macau
MFN	Pacific/Auckland	Milford Sound Airport	
MFO	Pacific/Port_Moresby	Manguna Airport	Manguna
MFP	Australia/Darwin	Manners Creek Airport	
MFQ	Africa/Niamey	Maradi Airport	Maradi
MFR	America/Los_Angeles	Rogue Valley International Medford Airport	Medford
MFS	America/Bogota	Miraflores Airport	Miraflores
MFU	Africa/Lusaka	Mfuwe Airport	Mfuwe
MFV	America/New_York	Accomack County Airport	Melfa
MFW	Africa/Maputo	Magaruque Airport	Magaruque Island
MFX	Europe/Paris	Meribel Altiport	
MFZ	Pacific/Port_Moresby	Meselia Airport	Demgulu
MGA	America/Managua	Augusto C. Sandino (Managua) International Airport	Managua
MGB	Australia/Adelaide	Mount Gambier Airport	
MGC	America/Chicago	Michigan City Municipal Airport	Michigan City
MGD	America/La_Paz	Magdalena Airport	Magdalena
MGE	America/New_York	Dobbins Air Reserve Base	Marietta
MGF	America/Sao_Paulo	Regional de Maringa - Silvio Name Junior Airport	Maringa
MGG	Pacific/Port_Moresby	Margarima Airport	Margarima
MGH	Africa/Johannesburg	Margate Airport	Margate
MGI	America/Chicago	Matagorda Island Air Force Base	Matagorda Island
MGJ	America/New_York	Orange County Airport	Montgomery
MGK	Asia/Yangon	Mong Tong Airport	Mong Tong
MGL	Europe/Berlin	Monchengladbach Airport	Monchengladbach
MGM	America/Chicago	Montgomery Regional (Dannelly Field) Airport	Montgomery
MGN	America/Bogota	Baracoa Airport	Magangue
MGO	Africa/Libreville	Manega Airport	
MGP	Pacific/Port_Moresby	Manga Airport	Manga Mission
MGQ	Africa/Mogadishu	Aden Adde International Airport	Mogadishu
MGR	America/New_York	Moultrie Municipal Airport	Moultrie
MGS	Pacific/Rarotonga	Mangaia Island Airport	Mangaia Island
MGT	Australia/Darwin	Milingimbi Airport	Milingimbi Island
MGU	Asia/Yangon	Manaung Airport	Manaung
MGV	Australia/Perth	Margaret River (Station) Airport	
MGW	America/New_York	Morgantown Municipal Walter L. Bill Hart Field	Morgantown
MGX	Africa/Libreville	Moabi Airport	Moabi
MGY	America/New_York	Dayton-Wright Brothers Airport	Dayton
MGZ	Asia/Yangon	Myeik Airport	Mkeik
MHA	America/Guyana	Mahdia Airport	Mahdia
MHC	America/Santiago	Mocopulli Airport	Dalcahue
MHD	Asia/Tehran	Mashhad International Airport	Mashhad
MHE	America/Chicago	Mitchell Municipal Airport	Mitchell
MHF	America/Bogota	Morichal Airport	Morichal
MHG	Europe/Berlin	Mannheim-City Airport	Mannheim
MHH	America/Nassau	Leonard M Thompson International Airport	Marsh Harbour
MHI	Africa/Djibouti	Moucha Airport	Moucha Island
MHK	America/Chicago	Manhattan Regional Airport	Manhattan
MHL	America/Chicago	Marshall Memorial Municipal Airport	Marshall
MHN	America/Denver	Hooker County Airport	Mullen
MHO	Australia/Perth	Mount House Airport	
MHP	Europe/Minsk	Minsk 1 Airport	Minsk
MHQ	Europe/Mariehamn	Mariehamn Airport	
MHR	America/Los_Angeles	Sacramento Mather Airport	Sacramento
MHS	America/Los_Angeles	Dunsmuir Muni-Mott Airport	Dunsmuir
MHT	America/New_York	Manchester-Boston Regional Airport	Manchester
MHU	Australia/Melbourne	Mount Hotham Airport	Mount Hotham
MHV	America/Los_Angeles	Mojave Airport	Mojave
MHW	America/La_Paz	Monteagudo Airport	El Banado
MHX	Pacific/Rarotonga	Manihiki Island Airport	Manihiki Island
MHY	Pacific/Port_Moresby	Morehead Airport	Morehead
MHZ	Europe/London	RAF Mildenhall	Mildenhall
MIA	America/New_York	Miami International Airport	Miami
MIB	America/Chicago	Minot Air Force Base	Minot
MID	America/Merida	Licenciado Manuel Crescencio Rejon Int Airport	Merida
MIE	America/Indiana/Indianapolis	Delaware County Johnson Field	Muncie
MIF	America/Chicago	Roy Hurd Memorial Airport	Monahans
MIG	Asia/Shanghai	Mianyang Airport	Mianyang
MIH	Australia/Perth	Mitchell Plateau Airport	Mitchell Plateau
MII	America/Sao_Paulo	Frank Miloye Milenkowichi-Marilia State Airport	Marilia
MIJ	Pacific/Majuro	Mili Island Airport	Mili Island
MIK	Europe/Helsinki	Mikkeli Airport	Mikkeli
MIM	Australia/Sydney	Merimbula Airport	Merimbula
MIN	Australia/Adelaide	Minnipa Airport	
MIP	Asia/Jerusalem	Ramon Air Base	Beersheba
MIR	Africa/Tunis	Monastir Habib Bourguiba International Airport	Monastir
MIS	Pacific/Port_Moresby	Misima Island Airport	Misima Island
MIT	America/Los_Angeles	Shafter Airport - Minter Field	Shafter
MIU	Africa/Lagos	Maiduguri International Airport	Maiduguri
MIV	America/New_York	Millville Municipal Airport	Millville
MIY	Australia/Darwin	Mittebah Airport	
MIZ	Australia/Darwin	Mainoru Airstrip	Mainoru
MJA	Indian/Antananarivo	Manja Airport	Manja
MJB	Pacific/Majuro	Mejit Atoll Airport	Mejit Atoll
MJC	Africa/Abidjan	Man Airport	
MJD	Asia/Karachi	Moenjodaro Airport	Moenjodaro
MJE	Pacific/Majuro	Majkin Airport	Majkin
MJF	Europe/Oslo	Mosjoen Airport (Kjaerstad)	
MJI	Africa/Tripoli	Mitiga Airport	Tripoli
MJJ	Pacific/Port_Moresby	Moki Airport	Moki
MJK	Australia/Perth	Shark Bay Airport	Denham
MJL	Africa/Libreville	Mouilla Ville Airport	Mouila
MJM	Africa/Lubumbashi	Mbuji Mayi Airport	Mbuji Mayi
MJN	Indian/Antananarivo	Amborovy Airport	
MJO	Africa/Windhoek	Mount Etjo Airport	Mount Etjo Safari Lodge
MJP	Australia/Perth	Manjimup Airport	
MJR	America/Argentina/Buenos_Aires	Miramar Airport	Miramar
MJS	Africa/Maputo	Maganja da Costa Airport	Maganja
MJT	Europe/Athens	Mytilene International Airport	Mytilene
MJU	Asia/Makassar	Tampa Padang Airport	Mamuju-Celebes Island
MJV	Europe/Madrid	San Javier Airport	San Javier
MJW	Africa/Harare	Mahenye Airport	Gonarezhou National Park
MJX	America/New_York	Ocean County Airport	Toms River
MJZ	Asia/Yakutsk	Mirny Airport	Mirny
MKA	Europe/Prague	Marianske Lazne Airport	Marianske Lazne
MKB	Africa/Libreville	Mekambo Airport	Mekambo
MKC	America/Chicago	Charles B. Wheeler Downtown Airport	Kansas City
MKE	America/Chicago	General Mitchell International Airport	Milwaukee
MKG	America/Detroit	Muskegon County Airport	Muskegon
MKH	Africa/Maseru	Mokhotlong Airport	Mokhotlong
MKI	Africa/Bangui	M'Boki Airport	Mboki
MKJ	Africa/Brazzaville	Makoua Airport	Makoua
MKK	Pacific/Honolulu	Molokai Airport	Kaunakakai
MKL	America/Chicago	McKellar-Sipes Regional Airport	Jackson
MKM	Asia/Kuching	Mukah Airport	Mukah
MKN	Pacific/Port_Moresby	Malekolon Airport	Babase Island
MKP	Pacific/Tahiti	Makemo Airport	
MKQ	Asia/Jayapura	Mopah Airport	Merauke-Papua Island
MKR	Australia/Perth	Meekatharra Airport	
MKS	Africa/Addis_Ababa	Mekane Selam Airport	Mekane Selam
MKU	Africa/Libreville	Makokou Airport	Makokou
MKV	Australia/Darwin	Mount Cavenagh Airport	
MKW	Asia/Jayapura	Rendani Airport	Manokwari-Papua Island
MKY	Australia/Brisbane	Mackay Airport	Mackay
MKZ	Asia/Kuala_Lumpur	Malacca Airport	Malacca
MLA	Europe/Malta	Malta International Airport	Valletta
MLB	America/New_York	Melbourne International Airport	Melbourne
MLC	America/Chicago	Mc Alester Regional Airport	Mc Alester
MLE	Indian/Maldives	Male International Airport	Male
MLG	Asia/Jakarta	Abdul Rachman Saleh Airport	Malang-Java Island
MLI	America/Chicago	Quad City International Airport	Moline
MLK	America/Denver	Malta Airport	Malta
MLL	America/Nome	Marshall Don Hunter Sr Airport	Marshall
MLM	America/Mexico_City	General Francisco J. Mujica International Airport	Morelia
MLN	Africa/Ceuta	Melilla Airport	Melilla
MLO	Europe/Athens	Milos Airport	Milos Island
MLP	Asia/Manila	Malabang Airport	Malabang
MLQ	Pacific/Port_Moresby	Malalaua Airport	Malalaua
MLR	Australia/Adelaide	Millicent Airport	
MLS	America/Denver	Frank Wiley Field	Miles City
MLU	America/Chicago	Monroe Regional Airport	Monroe
MLV	Australia/Brisbane	Merluna Airport	Merluna
MLW	Africa/Monrovia	Spriggs Payne Airport	Monrovia
MLX	Europe/Istanbul	Malatya Erhac Airport	Malatya
MLY	America/Anchorage	Manley Hot Springs Airport	Manley Hot Springs
MLZ	America/Montevideo	Cerro Largo International Airport	Melo
MMB	Asia/Tokyo	Memanbetsu Airport	Ozora
MMC	America/Monterrey	Ciudad Mante National Airport	Ciudad Mante
MMD	Asia/Tokyo	Minami-Daito Airport	Minamidaito
MME	Europe/London	Durham Tees Valley Airport	Durham
MMF	Africa/Douala	Mamfe Airport	Mamfe
MMG	Australia/Perth	Mount Magnet Airport	
MMH	America/Los_Angeles	Mammoth Yosemite Airport	Mammoth Lakes
MMI	America/New_York	McMinn County Airport	Athens
MMJ	Asia/Tokyo	Matsumoto Airport	Matsumoto
MMK	Europe/Moscow	Murmansk Airport	Murmansk
MML	America/Chicago	Southwest Minnesota Regional Airport - Marshall/Ryan Field	Marshall
MMM	Australia/Brisbane	Middlemount Airport	
MMO	Atlantic/Cape_Verde	Maio Airport	Vila do Maio
MMQ	Africa/Lusaka	Mbala Airport	Mbala
MMS	America/Chicago	Selfs Airport	Marks
MMT	America/New_York	Mc Entire Joint National Guard Base	Eastover
MMU	America/New_York	Morristown Municipal Airport	Morristown
MMV	Pacific/Port_Moresby	Mal Airport	Mal Island
MMX	Europe/Stockholm	Malmo Sturup Airport	Malmo
MMY	Asia/Tokyo	Miyako Airport	Miyako City
MMZ	Asia/Kabul	Maimana Airport	
MNA	Asia/Makassar	Melangguane Airport	Karakelong Island
MNB	Africa/Kinshasa	Muanda Airport	
MNC	Africa/Maputo	Nacala Airport	Nacala
MND	America/Bogota	Medina Airport	Medina
MNE	Australia/Adelaide	Mungeranie Airport	Mungeranie
MNF	Pacific/Fiji	Mana Island Airport	Mana Island
